lb1,lb0,ub0,d,e11,e10,K,e21,e20,e00,e01,a1,ftype,max_err,c2,c1,c0,rms_err,ub1
0.5,1.0,10.000000000000002,2,4.3852201149077965,-4.4435376855848228,3,0.027426176216047007,-0.02743018837092499,-1.2649426286598833,1.2674647875009619,0.027251444544062715,SMA,0.00032485850695691126,1.0007800329766281,0.011592751954001265,0.01823337265194994,5.1644773784120581e-05,0.69999999999999996
