,lb0,ub0,d,e10,K,e00,a1,ftype,max_err,c1,c0,rms_err
0,0.27383200000000002,19.027410000000003,1,0.59266283023337207,2,0.0081643752073559846,0.89658196179285599,SMA,7.3988262876412136e-06,1.1338934138853567,1.3496076043983698,3.5197745209249859e-06
